"","var.WHO","division","month","monthly_VOC_cases","total_monthly_VOC_cases","prop","date.smooth"
"885","BA.2","New Brunswick","2020-02",0,0,0,2020-02-01
"886","BA.2","New Brunswick","2020-03",0,0,0,2020-03-01
"887","BA.2","New Brunswick","2020-04",0,0,0,2020-04-01
"888","BA.2","New Brunswick","2020-05",0,0,0,2020-05-01
"889","BA.2","New Brunswick","2020-06",0,0,0,2020-06-01
"890","BA.2","New Brunswick","2020-07",0,0,0,2020-07-01
"891","BA.2","New Brunswick","2020-08",0,0,0,2020-08-01
"892","BA.2","New Brunswick","2020-09",0,0,0,2020-09-01
"893","BA.2","New Brunswick","2020-10",0,0,0,2020-10-01
"894","BA.2","New Brunswick","2020-11",0,0,0,2020-11-01
"895","BA.2","New Brunswick","2020-12",0,0,0,2020-12-01
"896","BA.2","New Brunswick","2021-01",0,0,0,2021-01-01
"897","BA.2","New Brunswick","2021-02",0,0,0,2021-02-01
"898","BA.2","New Brunswick","2021-03",0,0,0,2021-03-01
"899","BA.2","New Brunswick","2021-04",0,0,0,2021-04-01
"900","BA.2","New Brunswick","2021-05",0,0,0,2021-05-01
"901","BA.2","New Brunswick","2021-06",0,0,0,2021-06-01
"902","BA.2","New Brunswick","2021-07",0,0,0,2021-07-01
"903","BA.2","New Brunswick","2021-08",0,0,0,2021-08-01
"904","BA.2","New Brunswick","2021-09",0,0,0,2021-09-01
"905","BA.2","New Brunswick","2021-10",0,0,0,2021-10-01
"906","BA.2","New Brunswick","2021-11",0,4.06686968057351,0,2021-11-01
"907","BA.2","New Brunswick","2021-12",0,108.343939576324,0,2021-12-01
"908","BA.2","New Brunswick","2022-01",0,13565.9072507157,0,2022-01-01
"909","BA.2","New Brunswick","2022-02",0,44399.2371499082,0,2022-02-01
"910","BA.2","New Brunswick","2022-03",18.4905619829044,9161.23048430687,0.00201834917422704,2022-03-01
"911","BA.2","Newfoundland and Labrador","2020-02",0,0,0,2020-02-01
"912","BA.2","Newfoundland and Labrador","2020-03",0,0,0,2020-03-01
"913","BA.2","Newfoundland and Labrador","2020-04",0,0,0,2020-04-01
"914","BA.2","Newfoundland and Labrador","2020-05",0,0,0,2020-05-01
"915","BA.2","Newfoundland and Labrador","2020-06",0,0,0,2020-06-01
"916","BA.2","Newfoundland and Labrador","2020-07",0,0,0,2020-07-01
"917","BA.2","Newfoundland and Labrador","2020-08",0,0,0,2020-08-01
"918","BA.2","Newfoundland and Labrador","2020-09",0,0,0,2020-09-01
"919","BA.2","Newfoundland and Labrador","2020-10",0,0,0,2020-10-01
"920","BA.2","Newfoundland and Labrador","2020-11",0,0,0,2020-11-01
"921","BA.2","Newfoundland and Labrador","2020-12",0,0,0,2020-12-01
"922","BA.2","Newfoundland and Labrador","2021-01",0,0,0,2021-01-01
"923","BA.2","Newfoundland and Labrador","2021-02",0,0,0,2021-02-01
"924","BA.2","Newfoundland and Labrador","2021-03",0,0,0,2021-03-01
"925","BA.2","Newfoundland and Labrador","2021-04",0,0,0,2021-04-01
"926","BA.2","Newfoundland and Labrador","2021-05",0,0,0,2021-05-01
"927","BA.2","Newfoundland and Labrador","2021-06",0,0,0,2021-06-01
"928","BA.2","Newfoundland and Labrador","2021-07",0,0,0,2021-07-01
"929","BA.2","Newfoundland and Labrador","2021-08",0,0,0,2021-08-01
"930","BA.2","Newfoundland and Labrador","2021-09",0,0,0,2021-09-01
"931","BA.2","Newfoundland and Labrador","2021-10",0,0,0,2021-10-01
"932","BA.2","Newfoundland and Labrador","2021-11",0,4.06686968057351,0,2021-11-01
"933","BA.2","Newfoundland and Labrador","2021-12",0,108.343939576324,0,2021-12-01
"934","BA.2","Newfoundland and Labrador","2022-01",0,13565.9072507157,0,2022-01-01
"935","BA.2","Newfoundland and Labrador","2022-02",0,44399.2371499082,0,2022-02-01
"936","BA.2","Newfoundland and Labrador","2022-03",0,9161.23048430687,0,2022-03-01
"937","Beta","Ontario","2020-02",0,0,0,2020-02-01
"938","Beta","Ontario","2020-03",0,0,0,2020-03-01
"939","Beta","Ontario","2020-04",0,0,0,2020-04-01
"940","Beta","Ontario","2020-05",0,0,0,2020-05-01
"941","Beta","Ontario","2020-06",0,0,0,2020-06-01
"942","Beta","Ontario","2020-07",0,0,0,2020-07-01
"943","Beta","Ontario","2020-08",0,0,0,2020-08-01
"944","Beta","Ontario","2020-09",0,0,0,2020-09-01
"945","Beta","Ontario","2020-10",0,0,0,2020-10-01
"946","Beta","Ontario","2020-11",0,0,0,2020-11-01
"947","Beta","Ontario","2020-12",0,94.0164231797378,0,2020-12-01
"948","Beta","Ontario","2021-01",121.042692954279,1384.778851616,0.087409403178728,2021-01-01
"949","Beta","Ontario","2021-02",1094.86554457955,3152.3118170456,0.347321460605276,2021-02-01
"950","Beta","Ontario","2021-03",5751.34994787372,6769.43530358923,0.849605571209801,2021-03-01
"951","Beta","Ontario","2021-04",11884.3863412374,15526.6766344169,0.76541726353044,2021-04-01
"952","Beta","Ontario","2021-05",4333.11189212927,6013.69516440024,0.720540661552043,2021-05-01
"953","Beta","Ontario","2021-06",198.076864451994,782.721368635515,0.253061782122153,2021-06-01
"954","Beta","Ontario","2021-07",6.05961906918824,39.8750491416023,0.151965181225724,2021-07-01
"955","Beta","Ontario","2021-08",1.41539973238357,6.07550315176879,0.232968315055765,2021-08-01
"956","Beta","Ontario","2021-09",0,0,0,2021-09-01
"957","Beta","Ontario","2021-10",0,1.99291412006194,0,2021-10-01
"958","Beta","Ontario","2021-11",0,106.175670851989,0,2021-11-01
"959","Beta","Ontario","2021-12",0,0,0,2021-12-01
"960","Beta","Ontario","2022-01",0,0,0,2022-01-01
"961","Beta","Ontario","2022-02",0,0,0,2022-02-01
"962","Beta","Ontario","2022-03",0,0,0,2022-03-01
"963","Beta","Quebec","2020-02",0,0,0,2020-02-01
"964","Beta","Quebec","2020-03",0,0,0,2020-03-01
"965","Beta","Quebec","2020-04",0,0,0,2020-04-01
"966","Beta","Quebec","2020-05",0,0,0,2020-05-01
"967","Beta","Quebec","2020-06",0,0,0,2020-06-01
"968","Beta","Quebec","2020-07",0,0,0,2020-07-01
"969","Beta","Quebec","2020-08",0,0,0,2020-08-01
"970","Beta","Quebec","2020-09",0,0,0,2020-09-01
"971","Beta","Quebec","2020-10",0,0,0,2020-10-01
"972","Beta","Quebec","2020-11",0,0,0,2020-11-01
"973","Beta","Quebec","2020-12",0,94.0164231797378,0,2020-12-01
"974","Beta","Quebec","2021-01",857.335000135001,1384.778851616,0.619113296779853,2021-01-01
"975","Beta","Quebec","2021-02",1810.4830861352,3152.3118170456,0.574335024963367,2021-02-01
"976","Beta","Quebec","2021-03",770.440247154291,6769.43530358923,0.113811597659526,2021-03-01
"977","Beta","Quebec","2021-04",2367.00846072874,15526.6766344169,0.15244784936668,2021-04-01
"978","Beta","Quebec","2021-05",346.779496712647,6013.69516440024,0.0576649609320914,2021-05-01
"979","Beta","Quebec","2021-06",187.8404049879,782.721368635515,0.239983744554406,2021-06-01
"980","Beta","Quebec","2021-07",0,39.8750491416023,0,2021-07-01
"981","Beta","Quebec","2021-08",3.8561792525874,6.07550315176879,0.634709448132659,2021-08-01
"982","Beta","Quebec","2021-09",0,0,0,2021-09-01
"983","Beta","Quebec","2021-10",0,1.99291412006194,0,2021-10-01
"984","Beta","Quebec","2021-11",105.61576796712,106.175670851989,0.994726636710877,2021-11-01
"985","Beta","Quebec","2021-12",0,0,0,2021-12-01
"986","Beta","Quebec","2022-01",0,0,0,2022-01-01
"987","Beta","Quebec","2022-02",0,0,0,2022-02-01
"988","Beta","Quebec","2022-03",0,0,0,2022-03-01
"989","Beta","Alberta","2020-02",0,0,0,2020-02-01
"990","Beta","Alberta","2020-03",0,0,0,2020-03-01
"991","Beta","Alberta","2020-04",0,0,0,2020-04-01
"992","Beta","Alberta","2020-05",0,0,0,2020-05-01
"993","Beta","Alberta","2020-06",0,0,0,2020-06-01
"994","Beta","Alberta","2020-07",0,0,0,2020-07-01
"995","Beta","Alberta","2020-08",0,0,0,2020-08-01
"996","Beta","Alberta","2020-09",0,0,0,2020-09-01
"997","Beta","Alberta","2020-10",0,0,0,2020-10-01
"998","Beta","Alberta","2020-11",0,0,0,2020-11-01
"999","Beta","Alberta","2020-12",0,94.0164231797378,0,2020-12-01
"1000","Beta","Alberta","2021-01",86.8795872607655,1384.778851616,0.0627389616467491,2021-01-01
"1001","Beta","Alberta","2021-02",25.9165069068655,3152.3118170456,0.00822142871994017,2021-02-01
"1002","Beta","Alberta","2021-03",66.3716233854878,6769.43530358923,0.00980460266018006,2021-03-01
"1003","Beta","Alberta","2021-04",802.292202865365,15526.6766344169,0.051671856235286,2021-04-01
"1004","Beta","Alberta","2021-05",647.419511450433,6013.69516440024,0.107657520667661,2021-05-01
"1005","Beta","Alberta","2021-06",43.6325720415625,782.721368635515,0.0557447053191167,2021-06-01
"1006","Beta","Alberta","2021-07",29.8777951058216,39.8750491416023,0.749285474225275,2021-07-01
"1007","Beta","Alberta","2021-08",0,6.07550315176879,0,2021-08-01
"1008","Beta","Alberta","2021-09",0,0,0,2021-09-01
"1009","Beta","Alberta","2021-10",0,1.99291412006194,0,2021-10-01
"1010","Beta","Alberta","2021-11",0,106.175670851989,0,2021-11-01
"1011","Beta","Alberta","2021-12",0,0,0,2021-12-01
"1012","Beta","Alberta","2022-01",0,0,0,2022-01-01
"1013","Beta","Alberta","2022-02",0,0,0,2022-02-01
"1014","Beta","Alberta","2022-03",0,0,0,2022-03-01
"1015","Beta","British Columbia","2020-02",0,0,0,2020-02-01
"1016","Beta","British Columbia","2020-03",0,0,0,2020-03-01
"1017","Beta","British Columbia","2020-04",0,0,0,2020-04-01
"1018","Beta","British Columbia","2020-05",0,0,0,2020-05-01
"1019","Beta","British Columbia","2020-06",0,0,0,2020-06-01
"1020","Beta","British Columbia","2020-07",0,0,0,2020-07-01
"1021","Beta","British Columbia","2020-08",0,0,0,2020-08-01
"1022","Beta","British Columbia","2020-09",0,0,0,2020-09-01
"1023","Beta","British Columbia","2020-10",0,0,0,2020-10-01
"1024","Beta","British Columbia","2020-11",0,0,0,2020-11-01
"1025","Beta","British Columbia","2020-12",92.1625669526316,94.0164231797378,0.98028157034264,2020-12-01
"1026","Beta","British Columbia","2021-01",281.859763458344,1384.778851616,0.203541354729256,2021-01-01
"1027","Beta","British Columbia","2021-02",30.6981051832918,3152.3118170456,0.009738283191814,2021-02-01
"1028","Beta","British Columbia","2021-03",158.213437542472,6769.43530358923,0.0233717334529493,2021-03-01
"1029","Beta","British Columbia","2021-04",307.509660041081,15526.6766344169,0.0198052466269211,2021-04-01
"1030","Beta","British Columbia","2021-05",100.232518031775,6013.69516440024,0.0166673759297161,2021-05-01
"1031","Beta","British Columbia","2021-06",10.6918914094595,782.721368635515,0.0136598946162646,2021-06-01
"1032","Beta","British Columbia","2021-07",3.93763496659244,39.8750491416023,0.0987493445490011,2021-07-01
"1033","Beta","British Columbia","2021-08",0.803924166797824,6.07550315176879,0.132322236811576,2021-08-01
"1034","Beta","British Columbia","2021-09",0,0,0,2021-09-01
"1035","Beta","British Columbia","2021-10",1.99291412006194,1.99291412006194,1,2021-10-01
"1036","Beta","British Columbia","2021-11",0.559902884868916,106.175670851989,0.00527336328912327,2021-11-01
"1037","Beta","British Columbia","2021-12",0,0,0,2021-12-01
"1038","Beta","British Columbia","2022-01",0,0,0,2022-01-01
"1039","Beta","British Columbia","2022-02",0,0,0,2022-02-01
"1040","Beta","British Columbia","2022-03",0,0,0,2022-03-01
"1041","Beta","Manitoba","2020-02",0,0,0,2020-02-01
"1042","Beta","Manitoba","2020-03",0,0,0,2020-03-01
"1043","Beta","Manitoba","2020-04",0,0,0,2020-04-01
"1044","Beta","Manitoba","2020-05",0,0,0,2020-05-01
"1045","Beta","Manitoba","2020-06",0,0,0,2020-06-01
"1046","Beta","Manitoba","2020-07",0,0,0,2020-07-01
"1047","Beta","Manitoba","2020-08",0,0,0,2020-08-01
"1048","Beta","Manitoba","2020-09",0,0,0,2020-09-01
"1049","Beta","Manitoba","2020-10",0,0,0,2020-10-01
"1050","Beta","Manitoba","2020-11",0,0,0,2020-11-01
"1051","Beta","Manitoba","2020-12",0,94.0164231797378,0,2020-12-01
"1052","Beta","Manitoba","2021-01",37.6618078076101,1384.778851616,0.0271969836654133,2021-01-01
"1053","Beta","Manitoba","2021-02",184.870834859544,3152.3118170456,0.0586461129447556,2021-02-01
"1054","Beta","Manitoba","2021-03",19.5892869193,6769.43530358923,0.00289378449468503,2021-03-01
"1055","Beta","Manitoba","2021-04",12.9647362914866,15526.6766344169,0.000834997507628163,2021-04-01
"1056","Beta","Manitoba","2021-05",575.849713396377,6013.69516440024,0.0957563856587347,2021-05-01
"1057","Beta","Manitoba","2021-06",342.479635744599,782.721368635515,0.437549873388061,2021-06-01
"1058","Beta","Manitoba","2021-07",0,39.8750491416023,0,2021-07-01
"1059","Beta","Manitoba","2021-08",0,6.07550315176879,0,2021-08-01
"1060","Beta","Manitoba","2021-09",0,0,0,2021-09-01
"1061","Beta","Manitoba","2021-10",0,1.99291412006194,0,2021-10-01
"1062","Beta","Manitoba","2021-11",0,106.175670851989,0,2021-11-01
"1063","Beta","Manitoba","2021-12",0,0,0,2021-12-01
"1064","Beta","Manitoba","2022-01",0,0,0,2022-01-01
"1065","Beta","Manitoba","2022-02",0,0,0,2022-02-01
"1066","Beta","Manitoba","2022-03",0,0,0,2022-03-01
"1067","Beta","Saskatchewan","2020-02",0,0,0,2020-02-01
"1068","Beta","Saskatchewan","2020-03",0,0,0,2020-03-01
"1069","Beta","Saskatchewan","2020-04",0,0,0,2020-04-01
"1070","Beta","Saskatchewan","2020-05",0,0,0,2020-05-01
"1071","Beta","Saskatchewan","2020-06",0,0,0,2020-06-01
"1072","Beta","Saskatchewan","2020-07",0,0,0,2020-07-01
"1073","Beta","Saskatchewan","2020-08",0,0,0,2020-08-01
"1074","Beta","Saskatchewan","2020-09",0,0,0,2020-09-01
"1075","Beta","Saskatchewan","2020-10",0,0,0,2020-10-01
"1076","Beta","Saskatchewan","2020-11",0,0,0,2020-11-01
"1077","Beta","Saskatchewan","2020-12",0,94.0164231797378,0,2020-12-01
"1078","Beta","Saskatchewan","2021-01",0,1384.778851616,0,2021-01-01
"1079","Beta","Saskatchewan","2021-02",0,3152.3118170456,0,2021-02-01
"1080","Beta","Saskatchewan","2021-03",0,6769.43530358923,0,2021-03-01
"1081","Beta","Saskatchewan","2021-04",3.24516486490279,15526.6766344169,0.000209005760943681,2021-04-01
"1082","Beta","Saskatchewan","2021-05",0,6013.69516440024,0,2021-05-01
"1083","Beta","Saskatchewan","2021-06",0,782.721368635515,0,2021-06-01
"1084","Beta","Saskatchewan","2021-07",0,39.8750491416023,0,2021-07-01
"1085","Beta","Saskatchewan","2021-08",0,6.07550315176879,0,2021-08-01
"1086","Beta","Saskatchewan","2021-09",0,0,0,2021-09-01
"1087","Beta","Saskatchewan","2021-10",0,1.99291412006194,0,2021-10-01
"1088","Beta","Saskatchewan","2021-11",0,106.175670851989,0,2021-11-01
"1089","Beta","Saskatchewan","2021-12",0,0,0,2021-12-01
"1090","Beta","Saskatchewan","2022-01",0,0,0,2022-01-01
"1091","Beta","Saskatchewan","2022-02",0,0,0,2022-02-01
"1092","Beta","Saskatchewan","2022-03",0,0,0,2022-03-01
"1093","Beta","Nova Scotia","2020-02",0,0,0,2020-02-01
"1094","Beta","Nova Scotia","2020-03",0,0,0,2020-03-01
"1095","Beta","Nova Scotia","2020-04",0,0,0,2020-04-01
"1096","Beta","Nova Scotia","2020-05",0,0,0,2020-05-01
"1097","Beta","Nova Scotia","2020-06",0,0,0,2020-06-01
"1098","Beta","Nova Scotia","2020-07",0,0,0,2020-07-01
"1099","Beta","Nova Scotia","2020-08",0,0,0,2020-08-01
"1100","Beta","Nova Scotia","2020-09",0,0,0,2020-09-01
"1101","Beta","Nova Scotia","2020-10",0,0,0,2020-10-01
"1102","Beta","Nova Scotia","2020-11",0,0,0,2020-11-01
"1103","Beta","Nova Scotia","2020-12",1.85385622710623,94.0164231797378,0.0197184296573598,2020-12-01
"1104","Beta","Nova Scotia","2021-01",0,1384.778851616,0,2021-01-01
"1105","Beta","Nova Scotia","2021-02",5.47773938114719,3152.3118170456,0.00173768957484701,2021-02-01
"1106","Beta","Nova Scotia","2021-03",3.47076071395924,6769.43530358923,0.000512710522858385,2021-03-01
"1107","Beta","Nova Scotia","2021-04",3.98994800790996,15526.6766344169,0.000256973729913697,2021-04-01
"1108","Beta","Nova Scotia","2021-05",0,6013.69516440024,0,2021-05-01
"1109","Beta","Nova Scotia","2021-06",0,782.721368635515,0,2021-06-01
"1110","Beta","Nova Scotia","2021-07",0,39.8750491416023,0,2021-07-01
"1111","Beta","Nova Scotia","2021-08",0,6.07550315176879,0,2021-08-01
"1112","Beta","Nova Scotia","2021-09",0,0,0,2021-09-01
"1113","Beta","Nova Scotia","2021-10",0,1.99291412006194,0,2021-10-01
"1114","Beta","Nova Scotia","2021-11",0,106.175670851989,0,2021-11-01
"1115","Beta","Nova Scotia","2021-12",0,0,0,2021-12-01
"1116","Beta","Nova Scotia","2022-01",0,0,0,2022-01-01
"1117","Beta","Nova Scotia","2022-02",0,0,0,2022-02-01
"1118","Beta","Nova Scotia","2022-03",0,0,0,2022-03-01
"1119","Beta","New Brunswick","2020-02",0,0,0,2020-02-01
"1120","Beta","New Brunswick","2020-03",0,0,0,2020-03-01
"1121","Beta","New Brunswick","2020-04",0,0,0,2020-04-01
"1122","Beta","New Brunswick","2020-05",0,0,0,2020-05-01
"1123","Beta","New Brunswick","2020-06",0,0,0,2020-06-01
"1124","Beta","New Brunswick","2020-07",0,0,0,2020-07-01
"1125","Beta","New Brunswick","2020-08",0,0,0,2020-08-01
"1126","Beta","New Brunswick","2020-09",0,0,0,2020-09-01
"1127","Beta","New Brunswick","2020-10",0,0,0,2020-10-01
"1128","Beta","New Brunswick","2020-11",0,0,0,2020-11-01
"1129","Beta","New Brunswick","2020-12",0,94.0164231797378,0,2020-12-01
"1130","Beta","New Brunswick","2021-01",0,1384.778851616,0,2021-01-01
"1131","Beta","New Brunswick","2021-02",0,3152.3118170456,0,2021-02-01
"1132","Beta","New Brunswick","2021-03",0,6769.43530358923,0,2021-03-01
"1133","Beta","New Brunswick","2021-04",134.37918722984,15526.6766344169,0.00865472955957431,2021-04-01
"1134","Beta","New Brunswick","2021-05",10.3020326797386,6013.69516440024,0.00171309525975383,2021-05-01
"1135","Beta","New Brunswick","2021-06",0,782.721368635515,0,2021-06-01
"1136","Beta","New Brunswick","2021-07",0,39.8750491416023,0,2021-07-01
"1137","Beta","New Brunswick","2021-08",0,6.07550315176879,0,2021-08-01
"1138","Beta","New Brunswick","2021-09",0,0,0,2021-09-01
"1139","Beta","New Brunswick","2021-10",0,1.99291412006194,0,2021-10-01
"1140","Beta","New Brunswick","2021-11",0,106.175670851989,0,2021-11-01
"1141","Beta","New Brunswick","2021-12",0,0,0,2021-12-01
"1142","Beta","New Brunswick","2022-01",0,0,0,2022-01-01
"1143","Beta","New Brunswick","2022-02",0,0,0,2022-02-01
"1144","Beta","New Brunswick","2022-03",0,0,0,2022-03-01
"1145","Beta","Newfoundland and Labrador","2020-02",0,0,0,2020-02-01
"1146","Beta","Newfoundland and Labrador","2020-03",0,0,0,2020-03-01
"1147","Beta","Newfoundland and Labrador","2020-04",0,0,0,2020-04-01
"1148","Beta","Newfoundland and Labrador","2020-05",0,0,0,2020-05-01
"1149","Beta","Newfoundland and Labrador","2020-06",0,0,0,2020-06-01
"1150","Beta","Newfoundland and Labrador","2020-07",0,0,0,2020-07-01
"1151","Beta","Newfoundland and Labrador","2020-08",0,0,0,2020-08-01
"1152","Beta","Newfoundland and Labrador","2020-09",0,0,0,2020-09-01
"1153","Beta","Newfoundland and Labrador","2020-10",0,0,0,2020-10-01
"1154","Beta","Newfoundland and Labrador","2020-11",0,0,0,2020-11-01
"1155","Beta","Newfoundland and Labrador","2020-12",0,94.0164231797378,0,2020-12-01
"1156","Beta","Newfoundland and Labrador","2021-01",0,1384.778851616,0,2021-01-01
"1157","Beta","Newfoundland and Labrador","2021-02",0,3152.3118170456,0,2021-02-01
"1158","Beta","Newfoundland and Labrador","2021-03",0,6769.43530358923,0,2021-03-01
"1159","Beta","Newfoundland and Labrador","2021-04",10.9009331501831,15526.6766344169,0.000702077682613663,2021-04-01
"1160","Beta","Newfoundland and Labrador","2021-05",0,6013.69516440024,0,2021-05-01
"1161","Beta","Newfoundland and Labrador","2021-06",0,782.721368635515,0,2021-06-01
"1162","Beta","Newfoundland and Labrador","2021-07",0,39.8750491416023,0,2021-07-01
"1163","Beta","Newfoundland and Labrador","2021-08",0,6.07550315176879,0,2021-08-01
"1164","Beta","Newfoundland and Labrador","2021-09",0,0,0,2021-09-01
"1165","Beta","Newfoundland and Labrador","2021-10",0,1.99291412006194,0,2021-10-01
"1166","Beta","Newfoundland and Labrador","2021-11",0,106.175670851989,0,2021-11-01
"1167","Beta","Newfoundland and Labrador","2021-12",0,0,0,2021-12-01
"1168","Beta","Newfoundland and Labrador","2022-01",0,0,0,2022-01-01
"1169","Beta","Newfoundland and Labrador","2022-02",0,0,0,2022-02-01
"1170","Beta","Newfoundland and Labrador","2022-03",0,0,0,2022-03-01
"1171","Delta","Ontario","2020-02",0,0,0,2020-02-01
"1172","Delta","Ontario","2020-03",0,0,0,2020-03-01
"1173","Delta","Ontario","2020-04",0,0,0,2020-04-01
"1174","Delta","Ontario","2020-05",0,0,0,2020-05-01
"1175","Delta","Ontario","2020-06",0,0,0,2020-06-01
"1176","Delta","Ontario","2020-07",0,0,0,2020-07-01
"1177","Delta","Ontario","2020-08",0,0,0,2020-08-01
"1178","Delta","Ontario","2020-09",0,0,0,2020-09-01
"1179","Delta","Ontario","2020-10",0,0,0,2020-10-01
"1180","Delta","Ontario","2020-11",0,0,0,2020-11-01
"1181","Delta","Ontario","2020-12",0,0,0,2020-12-01
"1182","Delta","Ontario","2021-01",0,0,0,2021-01-01
"1183","Delta","Ontario","2021-02",0,0,0,2021-02-01
"1184","Delta","Ontario","2021-03",14.6459401676881,28.5036953255239,0.513826014501821,2021-03-01
"1185","Delta","Ontario","2021-04",5396.57539726029,6803.61993389485,0.793191778743427,2021-04-01
"1186","Delta","Ontario","2021-05",14538.0164440336,30451.4328351961,0.477416498682137,2021-05-01
"1187","Delta","Ontario","2021-06",11475.825776719,23289.7776303846,0.492740890825306,2021-06-01
"1188","Delta","Ontario","2021-07",9354.39732235175,20869.8100700316,0.448226279537847,2021-07-01
"1189","Delta","Ontario","2021-08",26740.4715097422,114525.868444126,0.233488484942494,2021-08-01
"1190","Delta","Ontario","2021-09",41612.0867594388,237449.095265735,0.175246347908253,2021-09-01
"1191","Delta","Ontario","2021-10",28790.0965558523,186161.991206013,0.154650776827973,2021-10-01
"1192","Delta","Ontario","2021-11",34253.9422686094,140308.983588782,0.244132210158409,2021-11-01
"1193","Delta","Ontario","2021-12",46106.7351293543,145705.667786677,0.316437485443995,2021-12-01
"1194","Delta","Ontario","2022-01",13697.2639970072,56011.4438739659,0.244544026178437,2022-01-01
"1195","Delta","Ontario","2022-02",463.988261238943,870.577625737436,0.532965984332431,2022-02-01
"1196","Delta","Ontario","2022-03",0,20.0079864863767,0,2022-03-01
"1197","Delta","Quebec","2020-02",0,0,0,2020-02-01
"1198","Delta","Quebec","2020-03",0,0,0,2020-03-01
"1199","Delta","Quebec","2020-04",0,0,0,2020-04-01
"1200","Delta","Quebec","2020-05",0,0,0,2020-05-01
"1201","Delta","Quebec","2020-06",0,0,0,2020-06-01
"1202","Delta","Quebec","2020-07",0,0,0,2020-07-01
"1203","Delta","Quebec","2020-08",0,0,0,2020-08-01
"1204","Delta","Quebec","2020-09",0,0,0,2020-09-01
"1205","Delta","Quebec","2020-10",0,0,0,2020-10-01
"1206","Delta","Quebec","2020-11",0,0,0,2020-11-01
"1207","Delta","Quebec","2020-12",0,0,0,2020-12-01
"1208","Delta","Quebec","2021-01",0,0,0,2021-01-01
"1209","Delta","Quebec","2021-02",0,0,0,2021-02-01
"1210","Delta","Quebec","2021-03",9.84463049397409,28.5036953255239,0.345380849098489,2021-03-01
"1211","Delta","Quebec","2021-04",120.95876606767,6803.61993389485,0.0177785895218908,2021-04-01
"1212","Delta","Quebec","2021-05",924.189759647414,30451.4328351961,0.0303496313178152,2021-05-01
"1213","Delta","Quebec","2021-06",1767.61171780947,23289.7776303846,0.075896461780871,2021-06-01
"1214","Delta","Quebec","2021-07",1953.50190733537,20869.8100700316,0.0936042015131007,2021-07-01
"1215","Delta","Quebec","2021-08",19507.2667018274,114525.868444126,0.170330659499382,2021-08-01
"1216","Delta","Quebec","2021-09",39404.4530775647,237449.095265735,0.165949055453196,2021-09-01
"1217","Delta","Quebec","2021-10",30877.47,186161.991206013,0.165863449353794,2021-10-01
"1218","Delta","Quebec","2021-11",39822.2426237055,140308.983588782,0.283818196135014,2021-11-01
"1219","Delta","Quebec","2021-12",59308.1998620059,145705.667786677,0.407041131363792,2021-12-01
"1220","Delta","Quebec","2022-01",17022.3110152064,56011.4438739659,0.303907734524914,2022-01-01
"1221","Delta","Quebec","2022-02",0,870.577625737436,0,2022-02-01
"1222","Delta","Quebec","2022-03",0,20.0079864863767,0,2022-03-01
"1223","Delta","Alberta","2020-02",0,0,0,2020-02-01
"1224","Delta","Alberta","2020-03",0,0,0,2020-03-01
"1225","Delta","Alberta","2020-04",0,0,0,2020-04-01
"1226","Delta","Alberta","2020-05",0,0,0,2020-05-01
"1227","Delta","Alberta","2020-06",0,0,0,2020-06-01
"1228","Delta","Alberta","2020-07",0,0,0,2020-07-01
"1229","Delta","Alberta","2020-08",0,0,0,2020-08-01
"1230","Delta","Alberta","2020-09",0,0,0,2020-09-01
"1231","Delta","Alberta","2020-10",0,0,0,2020-10-01
"1232","Delta","Alberta","2020-11",0,0,0,2020-11-01
"1233","Delta","Alberta","2020-12",0,0,0,2020-12-01
"1234","Delta","Alberta","2021-01",0,0,0,2021-01-01
"1235","Delta","Alberta","2021-02",0,0,0,2021-02-01
"1236","Delta","Alberta","2021-03",0,28.5036953255239,0,2021-03-01
"1237","Delta","Alberta","2021-04",545.939825160946,6803.61993389485,0.0802425518276141,2021-04-01
"1238","Delta","Alberta","2021-05",5619.99649841893,30451.4328351961,0.184556061083709,2021-05-01
"1239","Delta","Alberta","2021-06",2236.70003979876,23289.7776303846,0.0960378443837389,2021-06-01
"1240","Delta","Alberta","2021-07",3339.58000272738,20869.8100700316,0.160019664363065,2021-07-01
"1241","Delta","Alberta","2021-08",31635.2922758893,114525.868444126,0.276228355267381,2021-08-01
"1242","Delta","Alberta","2021-09",86675.8616938791,237449.095265735,0.365029235410976,2021-09-01
"1243","Delta","Alberta","2021-10",58008.0258161145,186161.991206013,0.311599727959081,2021-10-01
"1244","Delta","Alberta","2021-11",24115.2703808808,140308.983588782,0.17187260404906,2021-11-01
"1245","Delta","Alberta","2021-12",15199.5007091687,145705.667786677,0.104316468535883,2021-12-01
"1246","Delta","Alberta","2022-01",17933.1651016443,56011.4438739659,0.320169662863835,2022-01-01
"1247","Delta","Alberta","2022-02",295.660473940868,870.577625737436,0.339614142610688,2022-02-01
"1248","Delta","Alberta","2022-03",0,20.0079864863767,0,2022-03-01
"1249","Delta","British Columbia","2020-02",0,0,0,2020-02-01
"1250","Delta","British Columbia","2020-03",0,0,0,2020-03-01
"1251","Delta","British Columbia","2020-04",0,0,0,2020-04-01
"1252","Delta","British Columbia","2020-05",0,0,0,2020-05-01
"1253","Delta","British Columbia","2020-06",0,0,0,2020-06-01
"1254","Delta","British Columbia","2020-07",0,0,0,2020-07-01
