"","var.WHO","division","month","monthly_VOC_cases","total_monthly_VOC_cases","prop","date.smooth"
"276","Alpha","Quebec","2021-05",19414.3274166842,95273.9220724928,0.20377378189503,2021-05-01
"277","Alpha","Quebec","2021-06",3698.75170499404,20120.6741526306,0.183828418319197,2021-06-01
"278","Alpha","Quebec","2021-07",1322.31414526096,3292.05256915152,0.401668599600085,2021-07-01
"279","Alpha","Quebec","2021-08",857.467387544442,1508.82377733938,0.568301878869167,2021-08-01
"280","Alpha","Quebec","2021-09",575.700107330523,732.072013374136,0.786398191452653,2021-09-01
"281","Alpha","Quebec","2021-10",0,71.1931888106877,0,2021-10-01
"282","Alpha","Quebec","2021-11",193.446210490454,208.546919110898,0.927590833349043,2021-11-01
"283","Alpha","Quebec","2021-12",0,0,0,2021-12-01
"284","Alpha","Quebec","2022-01",0,0,0,2022-01-01
"285","Alpha","Quebec","2022-02",0,0,0,2022-02-01
"286","Alpha","Quebec","2022-03",0,0,0,2022-03-01
"287","Alpha","Alberta","2020-02",0,0,0,2020-02-01
"288","Alpha","Alberta","2020-03",0,0,0,2020-03-01
"289","Alpha","Alberta","2020-04",0,0,0,2020-04-01
"290","Alpha","Alberta","2020-05",0,0,0,2020-05-01
"291","Alpha","Alberta","2020-06",0,0,0,2020-06-01
"292","Alpha","Alberta","2020-07",0,0,0,2020-07-01
"293","Alpha","Alberta","2020-08",0,0,0,2020-08-01
"294","Alpha","Alberta","2020-09",0,0,0,2020-09-01
"295","Alpha","Alberta","2020-10",0,0,0,2020-10-01
"296","Alpha","Alberta","2020-11",0,106.982615782848,0,2020-11-01
"297","Alpha","Alberta","2020-12",525.637361353104,893.285312909108,0.588431662042324,2020-12-01
"298","Alpha","Alberta","2021-01",583.59707878868,14121.0264300352,0.0413282335869989,2021-01-01
"299","Alpha","Alberta","2021-02",1017.8522011057,24895.2732713511,0.0408853596428291,2021-02-01
"300","Alpha","Alberta","2021-03",1852.55430256405,47454.6592045562,0.0390384070524774,2021-03-01
"301","Alpha","Alberta","2021-04",13332.4470732029,99001.8192477188,0.134668707853165,2021-04-01
"302","Alpha","Alberta","2021-05",16911.2234264791,95273.9220724928,0.177501073311662,2021-05-01
"303","Alpha","Alberta","2021-06",3586.13955323453,20120.6741526306,0.178231580414798,2021-06-01
"304","Alpha","Alberta","2021-07",343.374268189639,3292.05256915152,0.104304005169073,2021-07-01
"305","Alpha","Alberta","2021-08",123.028725729907,1508.82377733938,0.0815394929332657,2021-08-01
"306","Alpha","Alberta","2021-09",32.7514910112653,732.072013374136,0.044738072775536,2021-09-01
"307","Alpha","Alberta","2021-10",31.8670919427379,71.1931888106877,0.447614336077526,2021-10-01
"308","Alpha","Alberta","2021-11",6.6540975758756,208.546919110898,0.0319069569775671,2021-11-01
"309","Alpha","Alberta","2021-12",0,0,0,2021-12-01
"310","Alpha","Alberta","2022-01",0,0,0,2022-01-01
"311","Alpha","Alberta","2022-02",0,0,0,2022-02-01
"312","Alpha","Alberta","2022-03",0,0,0,2022-03-01
"313","Alpha","British Columbia","2020-02",0,0,0,2020-02-01
