"","REF_DATE","year","month","monthyear","Observed","MonthlyAve_exp","MonthlyAve_obs","Expected (no ban)","Observed, smooth (ban)"
"1080",2020-12-15,"2020","Dec","Dec 2020",8,10.5026508007845,3.48387096774194,10.5026508007845,3.48387096774194
"1081",2020-12-16,"2020","Dec","Dec 2020",0,10.5026508007845,3.48387096774194,10.7226660456684,3.55890341514583
"1082",2020-12-17,"2020","Dec","Dec 2020",2,10.5026508007845,3.48387096774194,10.9400495888614,3.62809614763006
"1083",2020-12-18,"2020","Dec","Dec 2020",4,10.5026508007845,3.48387096774194,11.154283639328,3.6914791622645
"1084",2020-12-19,"2020","Dec","Dec 2020",14,10.5026508007845,3.48387096774194,11.3648504060327,3.74908245611906
"1085",2020-12-20,"2020","Dec","Dec 2020",2,10.5026508007845,3.48387096774194,11.5712320979397,3.80093602626363
"1086",2020-12-21,"2020","Dec","Dec 2020",13,10.5026508007845,3.48387096774194,11.7729109240136,3.8470698697681
"1087",2020-12-22,"2020","Dec","Dec 2020",6,10.5026508007845,3.48387096774194,11.9693690932349,3.8875139837055
"1088",2020-12-23,"2020","Dec","Dec 2020",0,10.5026508007845,3.48387096774194,12.1600888145353,3.92229836513899
"1089",2020-12-24,"2020","Dec","Dec 2020",1,10.5026508007845,3.48387096774194,12.3445522968957,3.95145301114207
"1090",2020-12-25,"2020","Dec","Dec 2020",1,10.5026508007845,3.48387096774194,12.5222417492807,3.97500791878464
"1091",2020-12-26,"2020","Dec","Dec 2020",8,10.5026508007845,3.48387096774194,12.6926393806545,3.99299308513658
"1092",2020-12-27,"2020","Dec","Dec 2020",1,10.5026508007845,3.48387096774194,12.8552273999817,4.0054385072678
"1093",2020-12-28,"2020","Dec","Dec 2020",14,10.5026508007845,3.48387096774194,13.0094880162266,4.01237418224819
"1094",2020-12-29,"2020","Dec","Dec 2020",0,10.5026508007845,3.48387096774194,13.1549034383655,4.01383010714754
