"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"The Bank of Canada COVID-19 stringency index: measuring policy response across provinces"

"LINK"
"https://www.bankofcanada.ca/?p=219486"

"SERIES"
"id","label","description"
"SAN_LYOJ20210218_C1_S1","OxCGRT",""
"SAN_LYOJ20210218_C1_S2","Bank of Canada stringency index",""
"SAN_LYOJ20210218_C2_S1","Canada"," "
"SAN_LYOJ20210218_C2_S2","Atlantic region*"," "
"SAN_LYOJ20210218_C2_S3","Quebec"," "
"SAN_LYOJ20210218_C2_S4","Ontario"," "
"SAN_LYOJ20210218_C2_S5","Prairies region*"," "
"SAN_LYOJ20210218_C2_S6","British Columbia"," "

"OBSERVATIONS"
"date","SAN_LYOJ20210218_C1_S1","SAN_LYOJ20210218_C1_S2","SAN_LYOJ20210218_C2_S1","SAN_LYOJ20210218_C2_S2","SAN_LYOJ20210218_C2_S3","SAN_LYOJ20210218_C2_S4","SAN_LYOJ20210218_C2_S5","SAN_LYOJ20210218_C2_S6"
"2020-11-27","63","61","61.0363730","52.2945440","63.4143560","64.4213030","55.2689480","61.7129630"
"2020-11-28","63","61","61.0363730","52.2945440","63.4143560","64.4213030","55.2689480","61.7129630"
"2020-11-29","63","61","61.0363730","52.2945440","63.4143560","64.4213030","55.2689480","61.7129630"
"2020-11-30","63","62","61.3045460","52.2945440","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-01","63","62","61.3045460","52.2945440","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-02","63","62","61.3045460","52.2945440","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-03","63","62","61.3045460","52.2945440","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-04","63","62","61.3045460","52.2945440","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-05","63","62","61.3045460","52.2945440","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-06","63","62","61.3045460","52.2945440","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-07","64","62","61.3256910","52.6701580","63.4143560","64.4213030","56.4125330","61.7129630"
"2020-12-08","64","63","62.3282090","52.6701580","63.4143560","64.4213030","60.6876370","61.7129630"
"2020-12-09","64","63","62.3736000","52.6701580","63.4143560","64.4213030","60.8811950","61.7129630"
"2020-12-10","64","63","62.3736000","52.6701580","63.4143560","64.4213030","60.8811950","61.7129630"
"2020-12-11","64","63","62.3736000","52.6701580","63.4143560","64.4213030","60.8811950","61.7129630"
"2020-12-12","64","63","62.3736000","52.6701580","63.4143560","64.4213030","60.8811950","61.7129630"
"2020-12-13","64","63","62.7077710","52.6701580","63.4143560","64.4213030","62.3062290","61.7129630"
"2020-12-14","64","63","62.7365340","52.6701580","63.4143560","64.4213030","62.4288860","61.7129630"
"2020-12-15","64","63","62.7365340","52.6701580","63.4143560","64.4213030","62.4288860","61.7129630"
"2020-12-16","64","63","62.6175310","50.5564190","63.4143560","64.4213030","62.4288860","61.7129630"
"2020-12-17","64","64","63.9384120","50.5564190","69.9074020","64.4213030","62.7048570","61.7129630"
"2020-12-18","64","64","63.8563920","50.2866970","69.9074020","64.4213030","62.4198490","61.7129630"
"2020-12-19","66","64","63.8276290","50.2866970","69.9074020","64.4213030","62.2971950","61.7129630"
"2020-12-20","66","64","63.7992940","49.7834280","69.9074020","64.4213030","62.2971950","61.7129630"
"2020-12-21","66","64","63.8524210","50.7270620","69.9074020","64.4213030","62.2971950","61.7129630"
"2020-12-22","66","64","63.7873340","49.5710560","69.9074020","64.4213030","62.2971950","61.7129630"
"2020-12-23","66","64","63.7074090","48.1514020","69.9074020","64.4213030","62.2971950","61.7129630"
"2020-12-24","66","64","63.7074090","48.1514020","69.9074020","64.4213030","62.2971950","61.7129630"
"2020-12-25","66","65","64.6478580","48.1514020","74.7685170","64.4213030","62.2971950","61.7129630"
"2020-12-26","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2020-12-27","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2020-12-28","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2020-12-29","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2020-12-30","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2020-12-31","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2021-01-01","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2021-01-02","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2021-01-03","73","66","66.1349410","48.1514020","74.7685170","68.3101880","62.2971950","61.7129630"
"2021-01-04","72","66","66.4178010","48.4030380","76.1574020","68.3101880","62.2971950","61.7129630"
"2021-01-05","72","66","66.4178010","48.4030380","76.1574020","68.3101880","62.2971950","61.7129630"
"2021-01-06","73","67","66.5554960","50.8486820","76.1574020","68.3101880","62.2971950","61.7129630"
"2021-01-07","73","68","67.8832470","50.8486820","76.1574020","71.7824020","62.2971950","61.7129630"
"2021-01-08","72","68","67.8832470","50.8486820","76.1574020","71.7824020","62.2971950","61.7129630"
"2021-01-09","73","68","68.0175930","50.8486820","76.8518520","71.7824020","62.2971950","61.7129630"
"2021-01-10","73","68","68.0175930","50.8486820","76.8518520","71.7824020","62.2971950","61.7129630"
"2021-01-11","","","66.9635310","50.3454090","74.0740740","71.0879590","61.3471680","61.7129630"
"2021-01-12","","","66.9635310","50.3454090","74.0740740","71.0879590","61.3471680","61.7129630"
"2021-01-13","","","66.9635310","50.3454090","74.0740740","71.0879590","61.3471680","61.7129630"
"2021-01-14","","","69.8049240","50.3454090","74.0740740","78.5185170","61.3471680","61.7129630"
"2021-01-15","","","69.8049240","50.3454090","74.0740740","78.5185170","61.3471680","61.7129630"
"2021-01-16","","","69.8049240","50.3454090","74.0740740","78.5185170","61.3471680","61.7129630"
"2021-01-17","","","69.8049240","50.3454090","74.0740740","78.5185170","61.3471680","61.7129630"
"2021-01-18","","","69.4930650","51.3695910","73.3796230","78.5185170","60.3443110","61.7129630"
"2021-01-19","","","69.4844970","51.2174870","73.3796230","78.5185170","60.3443110","61.7129630"
"2021-01-20","","","69.4844970","51.2174870","73.3796230","78.5185170","60.3443110","61.7129630"
"2021-01-21","","","69.5149460","51.7583080","73.3796230","78.5185170","60.3443110","61.7129630"
"2021-01-22","","","69.5149460","51.7583080","73.3796230","78.5185170","60.3443110","61.7129630"
"2021-01-23","","","69.5434270","55.3277360","73.3796230","78.5185170","59.6087910","61.7129630"
"2021-01-24","","","69.5434270","55.3277360","73.3796230","78.5185170","59.6087910","61.7129630"
"2021-01-25","","","68.4812240","55.3277360","73.3796230","75.7407380","59.6087910","61.7129630"
"2021-01-26","","","68.4639660","55.3277360","73.3796230","75.7407380","59.5352020","61.7129630"
"2021-01-27","","","68.3954620","54.1108860","73.3796230","75.7407380","59.5352020","61.7129630"
"2021-01-28","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-01-29","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-01-30","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-01-31","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-01","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-02","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-03","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-04","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-05","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-06","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-07","","","68.4257200","54.1108860","73.3796230","75.7407380","59.6642380","61.7129630"
"2021-02-08","","","67.0877990","49.4372630","67.8240740","75.7407380","59.6642380","61.7129630"
"2021-02-09","","","67.0877990","49.4372630","67.8240740","75.7407380","59.6642380","61.7129630"
"2021-02-10","","","64.8844380","50.1574130","67.8240740","69.8726880","59.6642380","61.7129630"
"2021-02-11","","","65.0533750","53.1580430","67.8240740","69.8726880","59.6642380","61.7129630"
"2021-02-12","","","65.0760730","53.1580430","67.8240740","69.8726880","59.7610170","61.7129630"
"2021-02-13","","","65.0760730","53.1580430","67.8240740","69.8726880","59.7610170","61.7129630"
"2021-02-14","","","65.0760730","53.1580430","67.8240740","69.8726880","59.7610170","61.7129630"
"2021-02-15","","","65.0760730","53.1580430","67.8240740","69.8726880","59.7610170","61.7129630"
"2021-02-16","","","64.2794190","53.1580430","67.8240740","67.7893520","59.7610170","61.7129630"
"2021-02-17","","","64.2794190","53.1580430","67.8240740","67.7893520","59.7610170","61.7129630"

