date,Canada,Atlantic region*,Quebec,Ontario,Prairies region*,British Columbia,Newfoundland and Labrador,Prince Edward Island,Nova Scotia,New Brunswick,Manitoba,Saskatchewan,Alberta
2021-08-15,39.858406,37.16124,48.65741,44.837963,23.999914,41.840275,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-16,39.858406,37.16124,48.65741,44.837963,23.999914,41.840275,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-17,39.858406,37.16124,48.65741,44.837963,23.999914,41.840275,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-18,39.858406,37.16124,48.65741,44.837963,23.999914,41.840275,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-19,39.858406,37.16124,48.65741,44.837963,23.999914,41.840275,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-20,39.827541,37.16124,48.65741,44.837963,23.999914,41.608795,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-21,39.827541,37.16124,48.65741,44.837963,23.999914,41.608795,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-22,39.827541,37.16124,48.65741,44.837963,23.999914,41.608795,40.370373,44.340275,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-23,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-24,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-25,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-26,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-27,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-28,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-29,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-30,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-08-31,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-01,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-02,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-03,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-04,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-05,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-06,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-07,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-08,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-09,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-10,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-11,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-12,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-13,39.348297,37.041363,46.574078,44.837963,23.999914,41.087963,40.370373,42.256943,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-14,39.156101,42.26236,46.574078,44.837963,23.999914,37.442127,58.21759,43.645832,48.495373,18.518518,44.328705,15.740741,21.99074
2021-09-15,38.95443,43.614414,46.574078,44.837963,23.999914,35.358795,58.21759,43.645832,48.495373,23.148148,44.328705,15.740741,21.99074
2021-09-16,40.965038,43.614414,46.574078,44.837963,32.573875,35.358795,58.21759,43.645832,48.495373,23.148148,44.328705,15.740741,34.525463
2021-09-17,42.418446,43.614414,46.574078,44.837963,38.77174,35.358795,58.21759,43.645832,48.495373,23.148148,44.328705,28.24074,40.358795
2021-09-18,42.418446,43.614414,46.574078,44.837963,38.77174,35.358795,58.21759,43.645832,48.495373,23.148148,44.328705,28.24074,40.358795
2021-09-19,42.418446,43.614414,46.574078,44.837963,38.77174,35.358795,58.21759,43.645832,48.495373,23.148148,44.328705,28.24074,40.358795
2021-09-20,42.334904,43.614414,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,23.148148,44.328705,28.24074,39.837963
2021-09-21,42.430817,45.318001,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,28.981482,44.328705,28.24074,39.837963
2021-09-22,42.430817,45.318001,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,28.981482,44.328705,28.24074,39.837963
2021-09-23,42.430817,45.318001,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,28.981482,44.328705,28.24074,39.837963
2021-09-24,42.430817,45.318001,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,28.981482,44.328705,28.24074,39.837963
2021-09-25,42.531868,47.112854,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-09-26,42.531868,47.112854,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-09-27,42.531868,47.112854,46.574078,44.837963,38.415482,35.358795,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-09-28,42.587425,47.112854,46.574078,44.837963,38.415482,35.775463,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-09-29,42.587425,47.112854,46.574078,44.837963,38.415482,35.775463,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-09-30,42.896088,47.112854,46.574078,44.837963,38.415482,38.090275,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-10-01,42.896088,47.112854,46.574078,44.837963,38.415482,38.090275,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-10-02,42.896088,47.112854,46.574078,44.837963,38.415482,38.090275,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-10-03,42.896088,47.112854,46.574078,44.837963,38.415482,38.090275,58.21759,43.645832,48.495373,35.127316,44.328705,28.24074,39.837963
2021-10-04,42.74733,44.47068,46.574078,44.837963,38.415482,38.090275,58.21759,43.645832,41.203705,35.127316,44.328705,28.24074,39.837963
2021-10-05,42.985687,44.350807,46.574078,44.837963,39.460693,38.090275,58.21759,41.5625,41.203705,35.127316,51.828705,28.24074,39.837963
2021-10-06,42.985687,44.350807,46.574078,44.837963,39.460693,38.090275,58.21759,41.5625,41.203705,35.127316,51.828705,28.24074,39.837963
2021-10-07,42.985687,44.350807,46.574078,44.837963,39.460693,38.090275,58.21759,41.5625,41.203705,35.127316,51.828705,28.24074,39.837963
2021-10-08,43.03793,47.068436,46.053242,44.837963,39.460693,38.090275,58.21759,41.5625,41.203705,44.432873,51.828705,28.24074,39.837963
2021-10-09,43.03793,47.068436,46.053242,44.837963,39.460693,38.090275,58.21759,41.5625,41.203705,44.432873,51.828705,28.24074,39.837963
2021-10-10,43.03793,47.068436,46.053242,44.837963,39.460693,38.090275,58.21759,41.5625,41.203705,44.432873,51.828705,28.24074,39.837963
2021-10-11,43.03793,47.068436,46.053242,44.837963,39.460693,38.090275,58.21759,41.5625,41.203705,44.432873,51.828705,28.24074,39.837963
2021-10-12,42.836235,43.486027,46.053242,44.837963,39.460693,38.090275,46.203705,41.5625,41.203705,44.016205,51.828705,28.24074,39.837963
2021-10-13,42.836235,43.486027,46.053242,44.837963,39.460693,38.090275,46.203705,41.5625,41.203705,44.016205,51.828705,28.24074,39.837963
2021-10-14,42.836235,43.486027,46.053242,44.837963,39.460693,38.090275,46.203705,41.5625,41.203705,44.016205,51.828705,28.24074,39.837963
2021-10-15,43.544613,43.486027,46.053242,44.837963,39.460693,43.402782,46.203705,41.5625,41.203705,44.016205,51.828705,28.24074,39.837963
2021-10-16,43.544613,43.486027,46.053242,44.837963,39.460693,43.402782,46.203705,41.5625,41.203705,44.016205,51.828705,28.24074,39.837963
2021-10-17,43.544613,43.486027,46.053242,44.837963,39.460693,43.402782,46.203705,41.5625,41.203705,44.016205,51.828705,28.24074,39.837963
2021-10-18,43.544613,43.486027,46.053242,44.837963,39.460693,43.402782,46.203705,41.5625,41.203705,44.016205,51.828705,28.24074,39.837963
2021-10-19,43.572948,43.989296,46.053242,44.837963,39.460693,43.402782,46.203705,41.5625,42.592594,44.016205,51.828705,28.24074,39.837963
2021-10-20,43.572948,43.989296,46.053242,44.837963,39.460693,43.402782,46.203705,41.5625,42.592594,44.016205,51.828705,28.24074,39.837963
2021-10-21,43.572948,43.989296,46.053242,44.837963,39.460693,43.402782,46.203705,41.5625,42.592594,44.016205,51.828705,28.24074,39.837963
2021-10-22,43.623631,44.889484,46.053242,44.837963,39.460693,43.402782,49.328705,41.5625,42.592594,44.016205,51.828705,28.24074,39.837963
2021-10-23,43.767792,47.450024,46.053242,44.837963,39.460693,43.402782,58.21759,41.5625,42.592594,44.016205,51.828705,28.24074,39.837963
2021-10-24,43.790318,47.850109,46.053242,44.837963,39.460693,43.402782,59.60648,41.5625,42.592594,44.016205,51.828705,28.24074,39.837963
2021-10-25,43.790318,47.850109,46.053242,44.837963,39.460693,43.402782,59.60648,41.5625,42.592594,44.016205,51.828705,28.24074,39.837963
2021-10-26,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-10-27,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-10-28,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-10-29,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-10-30,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-10-31,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-01,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-02,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-03,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-04,43.424984,46.843567,46.053242,44.837963,39.460693,41.087963,59.60648,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-05,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-06,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-07,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-08,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-09,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-10,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-11,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-12,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-13,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-14,43.207619,42.982754,46.053242,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-15,42.804569,42.982754,43.96991,44.837963,39.460693,41.087963,46.203705,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-16,42.68969,40.942326,43.96991,44.837963,39.460693,41.087963,39.120373,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-17,42.68969,40.942326,43.96991,44.837963,39.460693,41.087963,39.120373,41.5625,39.814816,44.016205,51.828705,28.24074,39.837963
2021-11-18,42.766449,42.305656,43.96991,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-19,42.497749,42.305656,42.58102,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-20,42.497749,42.305656,42.58102,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-21,42.497749,42.305656,42.58102,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-22,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-23,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-24,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-25,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-26,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-27,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-28,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-29,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-11-30,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-12-01,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-12-02,42.22905,42.305656,41.192127,44.837963,39.460693,41.087963,39.120373,41.5625,41.898148,46.099537,51.828705,28.24074,39.837963
2021-12-03,42.241051,42.518768,41.192127,44.837963,39.460693,41.087963,39.120373,45.266205,41.898148,46.099537,51.828705,28.24074,39.837963
2021-12-04,42.241051,42.518768,41.192127,44.837963,39.460693,41.087963,39.120373,45.266205,41.898148,46.099537,51.828705,28.24074,39.837963
2021-12-05,42.17939,41.423607,41.192127,44.837963,39.460693,41.087963,39.120373,45.266205,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-06,42.19289,41.663361,41.192127,44.837963,39.460693,41.087963,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-07,42.19289,41.663361,41.192127,44.837963,39.460693,41.087963,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-08,42.19289,41.663361,41.192127,44.837963,39.460693,41.087963,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-09,42.19289,41.663361,41.192127,44.837963,39.460693,41.087963,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-10,41.706749,41.663361,41.192127,44.837963,39.460693,37.442127,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-11,42.184738,41.663361,41.192127,46.087963,39.460693,37.442127,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-12,42.184738,41.663361,41.192127,46.087963,39.460693,37.442127,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-13,42.184738,41.663361,41.192127,46.087963,39.460693,37.442127,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-14,42.587788,41.663361,43.275463,46.087963,39.460693,37.442127,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,39.837963
2021-12-15,42.32045,41.663361,43.275463,46.087963,38.320663,37.442127,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,38.171295
2021-12-16,42.32045,41.663361,43.275463,46.087963,38.320663,37.442127,39.120373,49.432873,41.898148,42.349537,51.828705,28.24074,38.171295
2021-12-17,42.749573,49.285343,43.275463,46.087963,38.320663,37.442127,56.550922,51.516205,50.648148,39.988422,51.828705,28.24074,38.171295
2021-12-18,42.749573,49.285343,43.275463,46.087963,38.320663,37.442127,56.550922,51.516205,50.648148,39.988422,51.828705,28.24074,38.171295
2021-12-19,42.908901,49.285343,43.275463,46.504627,38.320663,37.442127,56.550922,51.516205,50.648148,39.988422,51.828705,28.24074,38.171295
2021-12-20,46.047543,49.285343,55.94907,46.504627,38.320663,42.59259,56.550922,51.516205,50.648148,39.988422,51.828705,28.24074,38.171295
2021-12-21,46.641251,50.285557,58.726849,46.504627,38.320663,42.59259,60.023148,51.516205,50.648148,39.988422,51.828705,28.24074,38.171295
2021-12-22,46.803493,53.167236,58.726849,46.504627,38.320663,42.59259,63.912037,51.516205,55.509258,39.988422,51.828705,28.24074,38.171295
2021-12-23,47.868374,53.167236,58.726849,46.504627,38.320663,50.578705,63.912037,51.516205,55.509258,39.988422,51.828705,28.24074,38.171295
2021-12-24,47.958073,53.526867,58.726849,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,39.988422,51.828705,28.24074,38.171295
2021-12-25,47.958073,53.526867,58.726849,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,39.988422,51.828705,28.24074,38.171295
2021-12-26,47.958073,53.526867,58.726849,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,39.988422,51.828705,28.24074,38.171295
2021-12-27,47.958073,53.526867,58.726849,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,39.988422,51.828705,28.24074,38.171295
2021-12-28,48.035145,54.895821,58.726849,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,44.675922,51.828705,28.24074,38.171295
2021-12-29,48.035145,54.895821,58.726849,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,44.675922,51.828705,28.24074,38.171295
2021-12-30,48.035145,54.895821,58.726849,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,44.675922,51.828705,28.24074,38.171295
2021-12-31,49.613747,54.895821,66.886574,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,44.675922,51.828705,28.24074,38.171295
2022-01-01,49.613747,54.895821,66.886574,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,44.675922,51.828705,28.24074,38.171295
2022-01-02,49.613747,54.895821,66.886574,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,44.675922,51.828705,28.24074,38.171295
2022-01-03,49.613747,54.895821,66.886574,46.504627,38.320663,51.099537,63.912037,57.766205,55.509258,44.675922,51.828705,28.24074,38.171295
2022-01-04,50.774017,55.075859,66.886574,46.504627,41.645752,53.877316,64.537041,57.766205,55.509258,44.675922,51.828705,28.24074,43.03241
2022-01-05,54.423088,55.035904,66.886574,56.053242,41.645752,53.877316,64.537041,57.071758,55.509258,44.675922,51.828705,28.24074,43.03241
2022-01-06,54.51387,55.035904,66.886574,56.053242,42.032867,53.877316,64.537041,57.071758,55.509258,44.675922,54.606476,28.24074,43.03241
2022-01-07,54.51387,55.035904,66.886574,56.053242,42.032867,53.877316,64.537041,57.071758,55.509258,44.675922,54.606476,28.24074,43.03241
2022-01-08,54.51387,55.035904,66.886574,56.053242,42.032867,53.877316,64.537041,57.071758,55.509258,44.675922,54.606476,28.24074,43.03241
2022-01-09,54.51387,55.035904,66.886574,56.053242,42.032867,53.877316,64.537041,57.071758,55.509258,44.675922,54.606476,28.24074,43.03241
2022-01-10,52.947956,55.035904,66.886574,56.053242,38.514221,48.321758,64.537041,57.071758,55.509258,44.675922,53.21759,28.24074,38.171295
2022-01-11,52.925117,54.630287,66.886574,56.053242,38.514221,48.321758,64.537041,57.071758,55.509258,43.287037,53.21759,28.24074,38.171295
2022-01-12,52.925117,54.630287,66.886574,56.053242,38.514221,48.321758,64.537041,57.071758,55.509258,43.287037,53.21759,28.24074,38.171295
2022-01-13,52.925117,54.630287,66.886574,56.053242,38.514221,48.321758,64.537041,57.071758,55.509258,43.287037,53.21759,28.24074,38.171295
2022-01-14,53.203728,59.578808,66.886574,56.053242,38.514221,48.321758,64.537041,57.071758,55.509258,60.23148,53.21759,28.24074,38.171295
2022-01-15,53.203728,59.578808,66.886574,56.053242,38.514221,48.321758,64.537041,57.071758,55.509258,60.23148,53.21759,28.24074,38.171295
2022-01-16,53.203728,59.578808,66.886574,56.053242,38.514221,48.321758,64.537041,57.071758,55.509258,60.23148,53.21759,28.24074,38.171295
2022-01-17,48.959942,57.81736,55.775463,51.192127,37.933548,48.321758,64.537041,57.071758,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-18,48.980526,58.182983,55.775463,51.192127,37.933548,48.321758,64.537041,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-19,48.980526,58.182983,55.775463,51.192127,37.933548,48.321758,64.537041,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-20,48.633282,58.182983,55.775463,51.192127,37.933548,45.71759,64.537041,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-21,48.633282,58.182983,55.775463,51.192127,37.933548,45.71759,64.537041,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-22,48.633282,58.182983,55.775463,51.192127,37.933548,45.71759,64.537041,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-23,48.633282,58.182983,55.775463,51.192127,37.933548,45.71759,64.537041,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-24,48.633282,58.182983,55.775463,51.192127,37.933548,45.71759,64.537041,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-25,48.543182,56.582645,55.775463,51.192127,37.933548,45.71759,58.981476,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-26,48.543182,56.582645,55.775463,51.192127,37.933548,45.71759,58.981476,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-27,48.543182,56.582645,55.775463,51.192127,37.933548,45.71759,58.981476,63.425922,50.648148,60.23148,49.050922,28.24074,38.171295
2022-01-28,48.36734,53.4594,55.775463,51.192127,37.933548,45.71759,58.981476,63.425922,50.648148,49.537037,49.050922,28.24074,38.171295
2022-01-29,48.264572,51.634125,55.775463,51.192127,37.933548,45.71759,58.981476,63.425922,50.648148,43.287037,49.050922,28.24074,38.171295
2022-01-30,48.264572,51.634125,55.775463,51.192127,37.933548,45.71759,58.981476,63.425922,50.648148,43.287037,49.050922,28.24074,38.171295
2022-01-31,47.559208,49.80191,53.692127,50.671295,37.933548,45.71759,58.981476,52.73148,50.648148,39.120369,49.050922,28.24074,38.171295
2022-02-01,47.559208,49.80191,53.692127,50.671295,37.933548,45.71759,58.981476,52.73148,50.648148,39.120369,49.050922,28.24074,38.171295
2022-02-02,47.559208,49.80191,53.692127,50.671295,37.933548,45.71759,58.981476,52.73148,50.648148,39.120369,49.050922,28.24074,38.171295
2022-02-03,47.559208,49.80191,53.692127,50.671295,37.933548,45.71759,58.981476,52.73148,50.648148,39.120369,49.050922,28.24074,38.171295
2022-02-04,47.559208,49.80191,53.692127,50.671295,37.933548,45.71759,58.981476,52.73148,50.648148,39.120369,49.050922,28.24074,38.171295
2022-02-05,47.559208,49.80191,53.692127,50.671295,37.933548,45.71759,58.981476,52.73148,50.648148,39.120369,49.050922,28.24074,38.171295
2022-02-06,47.559208,49.80191,53.692127,50.671295,37.933548,45.71759,58.981476,52.73148,50.648148,39.120369,49.050922,28.24074,38.171295
2022-02-07,47.341354,45.932411,53.692127,50.671295,37.933548,45.71759,46.203705,52.73148,50.127316,39.120369,49.050922,28.24074,38.171295
2022-02-08,47.171143,45.932411,53.692127,50.671295,37.207706,45.71759,46.203705,52.73148,50.127316,39.120369,43.84259,28.24074,38.171295
2022-02-09,47.254688,45.932411,53.692127,50.671295,37.563965,45.71759,46.203705,52.73148,50.127316,39.120369,43.84259,28.24074,38.692127
2022-02-10,47.254688,45.932411,53.692127,50.671295,37.563965,45.71759,46.203705,52.73148,50.127316,39.120369,43.84259,28.24074,38.692127
2022-02-11,47.254688,45.932411,53.692127,50.671295,37.563965,45.71759,46.203705,52.73148,50.127316,39.120369,43.84259,28.24074,38.692127
2022-02-12,46.126148,45.932411,47.858795,50.671295,37.563965,45.71759,46.203705,52.73148,50.127316,39.120369,43.84259,28.24074,38.692127
2022-02-13,46.126148,45.932411,47.858795,50.671295,37.563965,45.71759,46.203705,52.73148,50.127316,39.120369,43.84259,28.24074,38.692127
2022-02-14,45.533459,40.003014,47.858795,50.671295,36.460083,45.71759,41.620373,52.73148,37.407406,39.120369,43.84259,21.99074,38.692127
2022-02-15,44.958218,40.003014,47.858795,50.671295,35.060013,43.865742,41.620373,52.73148,37.407406,39.120369,33.796295,21.99074,38.692127
2022-02-16,44.958218,40.003014,47.858795,50.671295,35.060013,43.865742,41.620373,52.73148,37.407406,39.120369,33.796295,21.99074,38.692127
2022-02-17,39.348701,39.837189,47.858795,41.365742,35.060013,28.55324,41.620373,49.849537,37.407406,39.120369,33.796295,21.99074,38.692127
2022-02-18,39.348701,39.837189,47.858795,41.365742,35.060013,28.55324,41.620373,49.849537,37.407406,39.120369,33.796295,21.99074,38.692127
2022-02-19,39.273338,38.498653,47.858795,41.365742,35.060013,28.55324,41.620373,49.849537,37.407406,34.537037,33.796295,21.99074,38.692127
2022-02-20,39.273338,38.498653,47.858795,41.365742,35.060013,28.55324,41.620373,49.849537,37.407406,34.537037,33.796295,21.99074,38.692127
2022-02-21,37.963436,38.498653,41.087963,41.365742,35.060013,28.55324,41.620373,49.849537,37.407406,34.537037,33.796295,21.99074,38.692127
2022-02-22,37.963436,38.498653,41.087963,41.365742,35.060013,28.55324,41.620373,49.849537,37.407406,34.537037,33.796295,21.99074,38.692127
2022-02-23,37.963436,38.498653,41.087963,41.365742,35.060013,28.55324,41.620373,49.849537,37.407406,34.537037,33.796295,21.99074,38.692127
